,age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index ,Department,Sentiment,Emotions,Summary,date
396,25,General,Jackets,Outerwear,1121,"Beautiful design, poor execution","I knew i needed to buy this trench from the moment i saw it on my computer screen, but something prompted me to stop by my local retailer and try it on first. thank goodness for that.

at first glance, i knew i wouldn't be buying this. the construction leaves much to be desired. from the flimsy, single layer of unlined, unstructured fabric, to the thin strip of fabric serving as a belt, i could easily see this being sold at a cheap store for teenage girls where throwaway clothes are a dim",4,1,0,Product,negative,"disappointment, dissatisfaction, regret, skepticism, frustration","poor construction, cheap fabric, not worth buying",2022-06-16 07:29:16.800000000
397,45,General,Dresses,Dresses,1094,Elorn will be worn,Great dress for a party or a more conservative event.  love the style and fit.  a little hard to get on and off...,1,4,1,Product,positive,"love, great, style, fit, hard","great dress, love style and fit",2022-06-16 13:03:21.600000000
398,67,Initmates,Intimate,Sleep,89,Some things you should know...,"First, this is thermal ,so naturally i didn't expect super sheer, but it is. really sheer light fabric. i like it, but be prepared for considering who you might run into if you walk around the house in it. second, it is large. i ordered the size 0 and it's a nice oversized fit for my 5'3"" 125 pounds. i wouldn't want to go larger. along with being sheer, the fabric is easily stretched, which i don't mind in this case. finally, the color. it looks white on my monitor and shows a colorful blue dot",1,4,1,Product,positive,"surprise, satisfaction, caution, contentment, curiosity","sheer fabric, oversized fit, stretchy, color discrepancy",2022-06-16 18:37:26.400000000
399,50,General,Tops,Knits,867,6 compliments in 1 day!,"I ordered this top (black) in both small and medium; i can get usually away with small at retailer but am size medium in all other stores. as soon as i received the package and opened it up, i knew i would keep this top. it has a gorgeous texture to it, a slight sheen, and is well made. it's extremely comfortable as a t-shirt would be, but has more structure and looks very chic. the waist nips in just enough to give the flutter hem a little flare at the hips and is very feminine. i have a long tor",2,5,1,Product,positive,"comfortable, well made, gorgeous, chic, feminine","well-made, comfortable top with a chic and feminine design.",2022-06-17 00:11:31.200000000
400,45,General,Dresses,Dresses,1081,More beautiful than it looks!,"This dress is absolutely gorgeous! the colors are actually very bright. it has a little embroidery and beading in the chest area. the fabric is actually very soft and it comes with built in slip. i found that it runs true to size. i got a medium, as i wanted it to be more roomy. i'm planning to wear it with booties, long boots, or sandals in the spring. i think it will make a great teacher dress.",4,5,1,Product,positive,"gorgeous, bright, soft, roomy, great","dress is gorgeous, bright colors, soft fabric, true to size",2022-06-17 05:45:36.000000000
401,27,General Petite,Bottoms,Pants,1048,Flattering + chic + comfortable,"First of all, this is so much prettier in person. if i were looking online, i would have scrolled right by this beauty. i am usually a medium or small in retailer tops and dresses. in jeans, i am a size 8 or 10 but i always have to get the waist taken in (little waist, big thigh problem). this piece was tricky for me but i ended up with a medium because the legs are so roomy. also, there are little ties on the sides to pull in the waist more if necessary. the scarf can also be tied behind the neck",0,5,1,Product,positive,"prettier, tricky, roomy, necessary, little","prettier in person, tricky sizing, roomy legs, little waist ties",2022-06-17 11:19:40.800000000
402,35,General Petite,Tops,Blouses,836,,"Bought this on sale in my reg size- 10. im 5'9"" and about 36c. the fabric is heavy and pretty. this is a more formal top in my opinion. it is lined. it is much wider around the waist than appears on model. zips up the back, but i can pull on and off without unzipping.",2,4,1,Product,positive,"heavy, pretty, formal, wider, zips up","heavy fabric, formal top, wider waist, easy to put on",2022-06-17 16:53:45.600000000
403,29,General Petite,Bottoms,Pants,1068,Great find,I am so glad i got these pants. the quality is great and the fit is perfect. they are very flattering and comfortable. i have worn them with flip flops on a casual day and have also worn them with black heels for a date night. worth the purchase!,0,5,1,Product,positive,"glad, great, perfect, flattering, comfortable, worth","great quality and perfect fit, flattering and comfortable, worth the purchase",2022-06-17 22:27:50.400000000
404,63,Initmates,Intimate,Sleep,168,Checkerboard sleep top,I only say that this sleep top runs small because it shrinks a whole size after you wash it. i'd recommend that you order up a size for that reason. otherwise it is cute. i am ordering the shorts to go with it.,0,4,1,Product,negative,"small, shrinks, recommend, cute, ordering","sleep top shrinks after wash, recommend ordering up a size.",2022-06-18 04:01:55.200000000
405,39,General Petite,Dresses,Dresses,1095,Great summer dress,"This dress runs large!
i tried on a large, then a medium and then a small! couldn't believe i fit a small! this is a cool, breezy summer ensemble that you can wear anywhere! dress it up or down, it's comfy and makes you feel like you can breathe under its baggy motif. love it!!",1,4,1,Product,positive,"surprised, happy, satisfied, excited, confident","cool, breezy summer dress, versatile and comfortable",2022-06-18 09:36:00.000000000
406,46,General,Tops,Fine gauge,898,Too small!,"Had to return this for a couple of reasons: 1) was too small! it's made like one of those tiny mittens that stretches to fit any size hand. i didn't bother to order a size up because i wasn't sure whether to go from a small to a medium or to a large. 2) the main color isn't grey, like the picture. it's a black and white checkered pattern. so, it doesn't look at all grey irl.

i'm still recommending because, if you get the right size, and like the colors, it will be a nice, light and comfy swea",1,2,1,Product,positive,"recommending, nice, light, comfy","nice, light and comfy sweater",2022-06-18 15:10:04.800000000
407,42,General Petite,Dresses,Dresses,1081,,"I bought this item in green and then ordered it in red. very comfortable fabric and flattering by itself or over leggings. these tunics will be staple in my closet. i normally wear a medium in retailer dresses, but i ordered a small to have it a bit more fitted instead of baggy. good decision!",0,5,1,Product,positive,"comfortable, flattering, staple, good decision","comfortable fabric, flattering, staple in closet, good decision",2022-06-18 20:44:09.600000000
408,47,General Petite,Tops,Knits,866,,"I love this top. it is loose and comfortable. it is not sheer so you don't need a cami. it runs a little large so size down if you want a more tailored fit. 1 criticism, it catches on sharp jewelry or belts and can pull if you are not careful.",0,4,1,Product,positive,"love, comfortable, large, tailored, careful","loose, comfortable, size down, catches on sharp jewelry",2022-06-19 02:18:14.400000000
409,29,General Petite,Tops,Knits,872,Fun jacket!,My daughter tried this on in the store yesterday and loved it. it fits perfectly; true to size - the quality of the fabric and style is lovely. a fun jacket to layer with.,2,5,1,Product,positive,"loved, fits perfectly, lovely, fun","daughter loved jacket, fits perfectly, lovely fabric and style.",2022-06-19 07:52:19.200000000
410,57,General Petite,Dresses,Dresses,1078,Picture misleading,"I ordered this and there is just so much fabric! in the pictures i think it is pinned in the back, in the main photo, to make it look more streamlined. definitely a miss!",0,3,0,Product,negative,"disappointment, frustration, confusion","too much fabric, not as expected",2022-06-19 13:26:24.000000000
411,36,Initmates,Intimate,Legwear,229,Get these if you want to run around bare-bottomed!,"I am so sad i have to return these leggings. they're adorable--so much so that my fiancÃ£Â© commented favorably on them--but as other reviewers have pointed out, there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why, sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!",2,1,0,Product,negative,"sad, adorable, favorably, pointed out, great","leggings without elastic or string in waistband, adorable but falls down",2022-06-19 19:00:28.800000000
